OBJECTID,admin4_name,admin3_name,admin2_name,id,GENZ_CY,GENZ_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1893,54170 (Shiocton),Shawano County,Wisconsin,8627422d7ffffff,39,20.53,20.53,75127499.9921875,32278.469893671463,1758492366373,Synapse54,1758492366373,Synapse54
1894,54651 (Ontario),Vernon County,Wisconsin,86275e0dfffffff,141,24.31,24.31,71438749.9921875,31479.86966157707,1758492366373,Synapse54,1758492366373,Synapse54
1895,53577 (Plain),Sauk County,Wisconsin,862758517ffffff,38,18.18,18.18,70373750.0,31244.235149327957,1758492366373,Synapse54,1758492366373,Synapse54
1896,54107 (Bonduel),Shawano County,Wisconsin,8627422dfffffff,122,20.47,20.47,75180000.0,32287.480606385783,1758492366373,Synapse54,1758492366373,Synapse54
1897,53566 (Monroe),Green County,Wisconsin,86275865fffffff,269,17.48,17.48,67995000.0078125,30713.834262286822,1758492366373,Synapse54,1758492366373,Synapse54
1898,54162 (Pulaski),Shawano County,Wisconsin,8627422e7ffffff,128,23.15,23.15,75626250.0,32382.814476000083,1758492366373,Synapse54,1758492366373,Synapse54
1899,53588 (Spring Green),Sauk County,Wisconsin,86275851fffffff,28,18.3,18.3,69736250.0,31101.961419471583,1758492366373,Synapse54,1758492366373,Synapse54
1900,54921 (Bancroft),Adams County,Wisconsin,86275c417ffffff,6,12.77,12.77,73316250.00390625,31884.146418125143,1758492366373,Synapse54,1758492366373,Synapse54
1901,54162 (Pulaski),Shawano County,Wisconsin,8627422efffffff,83,22.87,22.87,75601250.0,32377.421402997308,1758492366373,Synapse54,1758492366373,Synapse54
1902,53951 (North Freedom),Sauk County,Wisconsin,862758527ffffff,46,19.41,19.41,70115000.0,31189.25428208933,1758492366373,Synapse54,1758492366373,Synapse54
1903,54670 (Wilton),Monroe County,Wisconsin,86275e0e7ffffff,204,25.31,25.31,71438750.0,31479.86966157707,1758492366373,Synapse54,1758492366373,Synapse54
1904,54107 (Bonduel),Shawano County,Wisconsin,8627422f7ffffff,312,22.86,22.86,75886250.0078125,32439.97428972731,1758492366373,Synapse54,1758492366373,Synapse54
1905,53578 (Prairie du Sac),Sauk County,Wisconsin,86275852fffffff,83,19.62,19.62,70113750.00390625,31183.936806272835,1758492366373,Synapse54,1758492366373,Synapse54
1906,53570 (Monticello),Green County,Wisconsin,862758667ffffff,41,18.3,18.3,68347499.99609375,30791.6106433545,1758492366373,Synapse54,1758492366373,Synapse54
1907,54124 (Gillett),Oconto County,Wisconsin,862742307ffffff,41,14.86,14.86,76498749.9921875,32569.050578373048,1758492366373,Synapse54,1758492366373,Synapse54
1908,53951 (North Freedom),Sauk County,Wisconsin,862758537ffffff,35,20.23,20.23,69915000.0,31144.440769131124,1758492366373,Synapse54,1758492366373,Synapse54
1909,54651 (Ontario),Monroe County,Wisconsin,86275e0efffffff,64,25.7,25.7,71152500.0,31414.81832677338,1758492366373,Synapse54,1758492366373,Synapse54
1910,54124 (Gillett),Oconto County,Wisconsin,86274230fffffff,66,19.35,19.35,76397500.0,32548.05658178791,1758492366373,Synapse54,1758492366373,Synapse54
1911,53560 (Mazomanie),Dane County,Wisconsin,862758547ffffff,349,18.33,18.33,69656250.0,31084.176140277126,1758492366373,Synapse54,1758492366373,Synapse54
1912,54943 (Hancock),Adams County,Wisconsin,86275c41fffffff,12,12.5,12.5,73038750.00390625,31828.565349376426,1758492366373,Synapse54,1758492366373,Synapse54
